"PerNo","PerStatus","年資層級A","年齡層級","年資層級B","升遷速度","眷屬量","婚姻狀況","工作資歷5","近一年請假數B","近三月請假數B","sex","近一年請假數A","特殊專案佔比","訓練時數C","任職前工作平均年數","工作分類"
7201,0,6,9,5,3,2,1,0,0,0,0,10,1,1,1,2
7203,0,1,5,1,1,0,2,0,0,0,1,6,1,2,1,1
7205,0,2,5,2,2,1,2,1,0,0,1,8,3,2,0,1
7205,0,2,5,2,2,1,2,1,0,0,1,7,4,1,0,1
7205,1,2,5,2,1,1,2,1,0,0,1,8,2,2,0,1
7206,1,3,7,1,1,1,1,0,0,0,1,7,0,1,1,1
7207,0,4,7,4,3,2,1,0,0,0,1,6,0,1,0,1
7207,0,4,7,4,3,2,1,0,0,0,1,6,0,1,0,1
7207,0,4,8,4,4,2,1,0,0,0,1,6,0,1,0,1
7207,0,5,8,5,4,2,1,0,0,0,1,6,3,1,0,1
7212,0,2,5,2,2,2,1,1,0,0,1,6,0,1,0,1
7212,0,2,5,2,2,1,1,1,0,0,1,6,0,1,0,1
7212,0,2,5,2,3,1,1,1,0,0,1,6,1,1,0,1
7212,0,2,6,2,3,1,1,1,0,0,1,6,0,1,0,1
7218,0,3,7,3,2,1,1,1,0,0,1,6,0,1,0,1
7218,0,3,7,3,1,1,1,1,0,0,1,5,0,1,0,1
7218,0,3,7,3,1,1,1,1,0,0,1,5,0,1,0,1
7218,1,3,8,3,1,1,1,1,0,0,1,5,1,3,0,1
7219,0,7,12,7,5,2,1,0,0,0,1,6,2,1,0,1
7219,0,7,13,7,5,0,1,0,0,0,1,6,2,1,0,1
7220,0,4,6,2,1,1,2,0,0,0,0,6,0,1,1,2
7220,0,4,6,2,1,1,2,0,0,0,0,7,0,1,1,2
7220,0,4,7,2,2,1,2,0,0,0,0,7,0,1,1,2
7220,0,4,7,2,2,1,2,0,0,0,0,8,0,1,1,2
7223,0,5,10,3,5,1,1,0,0,0,1,6,8,1,3,1
7223,1,5,10,4,5,1,1,0,0,0,1,5,11,0,3,1
7226,0,1,2,1,1,0,2,1,0,0,1,7,0,2,0,1
7226,0,1,3,1,1,0,2,1,0,0,1,5,0,1,0,1
7226,0,1,3,1,2,0,2,1,0,0,1,6,0,1,0,1
7226,0,2,3,2,2,0,2,1,0,0,1,4,0,1,0,1
7228,0,2,8,2,3,2,1,0,0,0,1,6,1,3,1,1
7228,0,2,8,2,3,2,1,0,0,0,1,6,2,2,1,1
7228,0,3,8,2,3,2,1,0,0,0,1,6,3,4,1,1
7228,0,3,9,2,1,2,1,0,0,0,1,6,2,4,1,1
7229,0,8,12,7,5,1,1,0,0,0,1,6,1,2,1,1
7229,0,8,13,8,5,1,1,0,0,0,1,6,1,2,1,1
7231,0,3,7,3,1,2,1,0,0,0,1,4,1,0,0,1
7231,0,3,7,3,2,2,1,0,0,0,1,6,1,1,0,1
7231,1,3,7,3,2,0,1,0,0,0,1,6,1,1,0,1
7232,0,1,2,1,1,0,2,1,0,0,1,8,7,3,0,1
7232,0,1,3,1,1,0,2,1,0,0,1,7,8,2,0,1
7232,0,1,3,1,2,0,2,1,0,0,1,8,2,0,0,1
7233,0,6,12,6,1,1,1,0,0,0,1,6,1,1,1,1
7233,0,7,12,6,2,1,1,0,0,0,1,7,1,1,1,1
7233,0,7,13,6,1,1,1,0,0,0,1,5,4,1,1,1
7239,0,6,10,6,2,1,1,0,0,0,0,6,0,1,0,2
7239,0,6,10,6,2,1,1,0,0,0,0,5,3,1,0,2
7239,0,6,11,6,3,1,1,0,0,0,0,7,0,1,0,2
7240,1,2,5,1,1,3,1,0,0,0,0,6,0,2,1,2
7241,0,3,6,3,3,1,2,0,0,0,1,6,2,2,0,1
7241,0,3,7,3,4,1,2,0,0,0,1,6,1,2,0,1
7241,0,3,7,3,4,1,2,0,0,0,1,6,0,3,0,1
7241,0,3,7,3,1,1,2,0,0,0,1,6,2,1,0,1
7242,1,3,6,3,2,2,1,0,0,0,0,6,0,4,0,2
7243,0,6,11,6,2,1,1,1,0,0,1,6,2,2,1,1
7243,0,6,11,6,2,1,1,1,0,0,1,6,0,1,1,1
7243,0,6,12,6,2,1,1,1,0,0,1,6,2,1,1,1
7243,0,6,12,6,3,1,1,1,0,0,1,8,1,2,1,1
7244,0,3,7,2,3,0,2,0,0,0,1,6,0,1,1,1
7244,0,3,7,2,3,0,2,0,0,0,1,6,0,1,1,1
7244,0,3,7,2,3,0,2,0,0,0,1,6,1,1,1,1
7244,0,4,8,3,4,0,2,0,0,0,1,7,1,1,1,1
7246,0,4,9,4,2,1,1,0,0,0,1,6,0,1,1,1
7246,0,4,9,4,2,1,1,0,0,0,1,6,1,2,1,1
7246,0,4,10,4,2,1,1,0,0,0,1,6,1,5,1,1
7246,0,5,10,4,3,1,1,0,0,0,1,5,4,0,1,1
7250,0,3,6,1,1,1,1,0,0,0,0,8,0,1,1,2
7250,0,4,6,2,1,1,1,0,0,0,0,6,0,1,1,2
7250,0,4,7,2,1,1,1,0,0,0,0,6,0,2,1,2
7250,0,4,7,2,2,1,1,0,0,0,0,6,0,2,1,2
7253,0,4,7,4,4,2,1,1,0,0,1,6,0,1,0,1
7253,0,4,7,4,4,1,1,1,0,0,1,7,1,1,0,1
7258,0,1,4,1,1,2,1,1,0,0,1,6,1,1,0,1
7258,1,1,4,1,2,2,1,1,0,0,1,6,1,5,0,1
7259,0,1,3,1,1,1,2,0,0,0,0,8,1,3,1,1
7259,0,1,3,1,2,1,2,0,0,0,0,6,1,3,1,1
7260,0,1,5,1,1,0,2,0,0,0,1,5,0,3,1,1
7260,0,1,6,1,2,0,2,0,0,0,1,6,0,1,1,1
7260,0,2,6,2,2,0,2,0,0,0,1,8,0,1,1,1
7260,0,2,6,2,1,0,2,0,0,0,1,8,0,5,1,1
7261,0,4,8,3,2,2,1,0,0,0,1,6,1,1,1,1
7261,0,4,8,3,2,2,1,0,0,0,1,7,2,2,1,1
7261,0,5,9,4,2,2,1,0,0,0,1,7,0,3,1,1
7261,0,5,9,4,3,3,1,0,0,0,1,6,2,7,1,1
7262,0,6,11,6,6,2,1,0,0,0,0,7,1,2,2,1
7262,0,7,12,6,6,2,1,0,0,0,0,7,0,2,2,1
7262,0,7,12,6,6,2,1,0,0,0,0,8,0,1,2,1
7262,0,7,12,6,1,1,1,0,0,0,0,6,1,1,2,1
7266,0,3,6,2,1,2,1,0,0,0,1,5,0,3,1,2
7266,0,3,7,3,2,2,1,0,0,0,1,5,1,0,1,2
7266,0,3,7,3,2,0,1,0,0,0,1,6,0,4,1,2
7266,0,4,7,3,2,0,1,0,0,0,1,8,0,4,1,2
7267,0,3,7,3,2,0,2,1,0,0,1,3,0,6,0,1
7267,0,3,7,3,2,1,2,1,0,0,1,4,1,5,0,1
7267,0,3,8,3,2,1,2,1,0,0,1,6,3,1,0,1
7267,0,4,8,4,2,1,2,1,0,0,1,4,2,2,0,1
7269,0,4,8,2,2,2,1,0,0,0,1,10,0,0,2,1
7269,0,4,8,2,2,1,1,0,0,0,1,9,0,1,2,1
7269,0,5,9,3,2,1,1,0,0,0,1,8,0,1,2,1
7269,0,5,9,3,3,1,1,0,0,0,1,8,0,1,2,1
7270,0,2,4,1,1,0,1,0,0,0,1,7,0,4,1,1
7270,0,2,5,1,2,0,1,0,0,0,1,5,1,1,1,1
7270,0,2,5,1,2,2,1,0,0,0,1,7,3,1,1,1
7270,0,3,5,2,2,3,1,0,0,0,1,7,4,2,1,1
7271,0,4,6,4,2,2,2,0,0,0,0,6,0,1,1,2
7271,0,5,7,4,3,2,2,0,0,0,0,6,0,0,1,2
7271,0,5,7,4,3,2,2,0,0,0,0,6,0,1,1,2
7271,0,5,7,4,1,2,2,0,0,0,0,5,0,1,1,2
7277,0,3,5,3,1,1,1,1,0,0,1,6,0,6,0,1
7277,0,3,6,3,2,1,1,1,0,0,1,6,5,3,0,1
7277,0,3,6,3,2,1,1,1,0,0,1,6,3,4,0,1
7277,0,3,6,3,2,1,1,1,0,0,1,5,5,2,0,1
7278,0,3,6,1,1,1,1,0,0,0,1,10,6,1,1,1
7278,0,3,6,2,1,1,1,0,0,0,1,7,0,3,1,1
7278,0,3,7,2,2,1,1,0,0,0,1,7,1,4,1,1
7278,0,3,7,2,2,1,1,0,0,0,1,7,1,7,1,1
7279,0,2,3,1,1,0,2,0,0,0,1,6,1,6,1,1
7280,1,1,2,1,1,0,2,1,0,0,1,6,1,1,0,1
7282,0,1,5,1,1,0,2,0,0,0,1,6,0,3,0,1
7282,0,1,5,1,1,0,2,0,0,0,1,5,0,7,0,1
7282,0,1,5,1,2,0,2,0,0,0,1,4,0,0,0,1
7284,0,2,5,1,1,1,1,0,0,0,0,7,0,2,1,1
7286,0,2,6,2,2,1,2,0,0,0,1,6,1,3,0,1
7286,0,2,6,2,2,1,2,0,0,0,1,4,1,1,0,1
7286,0,2,7,2,2,1,2,0,0,0,1,3,1,3,0,1
7286,0,3,7,3,2,1,2,0,0,0,1,5,1,8,0,1
7287,0,1,4,1,1,0,2,1,0,0,1,6,0,1,0,1
7287,0,1,4,1,2,0,2,1,0,0,1,6,0,1,0,1
7287,0,2,4,2,2,0,2,1,0,0,1,6,0,1,0,1
7287,0,2,5,2,2,0,2,1,0,0,1,7,1,4,0,1
7289,0,3,6,2,1,1,1,0,0,0,0,6,0,1,1,2
7289,0,3,6,2,1,1,1,0,0,0,0,6,0,1,1,2
7289,0,3,7,2,1,2,1,0,0,0,0,6,1,2,1,2
7289,0,3,7,2,1,2,1,0,0,0,0,8,1,3,1,2
7291,0,4,6,2,2,0,1,0,0,0,0,6,1,3,2,1
7291,0,4,6,3,2,0,1,0,0,0,0,6,1,1,2,1
7291,0,4,7,3,3,0,1,0,0,0,0,4,1,4,2,1
7291,1,4,7,3,3,0,1,0,0,0,0,6,1,5,2,1
7294,0,3,7,3,1,0,1,0,0,0,1,6,1,1,1,2
7294,0,4,7,3,1,0,1,0,0,0,1,7,1,4,1,2
7294,0,4,7,3,2,0,1,0,0,0,1,7,1,1,1,2
7294,0,4,8,4,2,1,1,0,0,0,1,8,1,2,1,2
7298,0,4,9,3,4,2,1,0,0,0,1,6,1,2,2,1
7298,0,4,9,4,4,2,1,0,0,0,1,6,1,1,2,1
7298,0,5,9,4,5,2,1,0,0,0,1,6,1,1,2,1
7298,0,5,10,4,5,2,1,0,0,0,1,4,4,1,2,1
7299,0,7,12,7,1,2,1,0,0,0,1,6,3,1,1,1
7299,0,8,13,7,2,1,1,0,0,0,1,6,5,1,1,1
7300,0,4,8,4,3,2,1,0,0,0,0,4,0,3,1,1
7300,0,5,9,5,3,2,1,0,0,0,0,4,0,3,1,1
7300,0,5,9,5,3,2,1,0,0,0,0,3,0,2,1,1
7300,0,5,9,5,4,2,1,0,0,0,0,3,0,1,1,1
7301,0,1,3,1,1,1,1,0,0,0,0,7,1,2,2,2
7302,0,6,11,1,1,2,1,0,0,0,1,5,0,1,2,1
7302,0,6,11,1,2,2,1,0,0,0,1,6,0,1,2,1
7302,0,6,12,2,2,2,1,0,0,0,1,6,0,9,2,1
7302,0,6,12,2,2,1,1,0,0,0,1,7,1,4,2,1
7303,0,1,5,1,1,1,1,0,0,0,1,8,14,3,1,1
7303,0,1,5,1,2,1,1,0,0,0,1,8,13,1,1,1
7303,0,2,5,1,1,1,1,0,0,0,1,7,15,3,1,1
7304,0,7,11,6,4,2,1,0,0,0,1,6,5,3,2,1
7304,0,7,11,6,4,2,1,0,0,0,1,11,1,0,2,1
7304,0,7,12,7,5,2,1,0,0,0,1,11,0,0,2,1
7304,0,7,12,7,5,2,1,0,0,0,1,6,3,1,2,1
7306,0,5,10,5,6,1,1,0,0,0,0,6,0,0,1,1
7306,0,5,10,5,6,1,1,0,0,0,0,6,0,2,1,1
7306,0,6,11,5,6,1,1,0,0,0,0,7,0,1,1,1
7306,0,6,11,5,6,1,1,0,0,0,0,7,0,0,1,1
7308,0,7,13,7,2,1,1,1,0,0,1,6,0,1,0,1
7309,0,1,3,1,1,0,2,0,0,0,1,6,3,1,0,1
7312,0,5,10,5,2,3,1,0,0,0,0,6,1,10,1,2
7312,0,5,10,5,2,3,1,0,0,0,0,6,1,2,1,2
7312,0,6,10,5,2,2,1,0,0,0,0,6,1,2,1,2
7312,0,6,11,6,2,2,1,0,0,0,0,5,3,1,1,2
7313,0,6,10,5,5,2,1,0,0,0,0,6,0,1,1,2
7313,0,6,10,5,5,1,1,0,0,0,0,6,0,2,1,2
7313,0,6,11,6,5,1,1,0,0,0,0,6,1,0,1,2
7313,0,6,11,6,5,1,1,0,0,0,0,5,0,1,1,2
7317,0,3,6,3,2,0,1,0,0,0,1,6,0,1,1,1
7317,0,3,6,3,2,0,1,0,0,0,1,5,0,3,1,1
7317,1,3,7,3,2,0,1,0,0,0,1,6,0,2,1,1
7318,0,4,7,1,1,0,1,0,0,0,1,5,3,0,3,1
7318,0,4,8,1,1,0,1,0,0,0,1,8,2,1,3,1
7321,0,2,5,2,2,2,1,1,0,0,1,6,6,3,0,1
7321,0,3,5,3,1,3,1,1,0,0,1,6,1,1,0,1
7321,0,3,5,3,1,3,1,1,0,0,1,6,4,1,0,1
7321,0,3,6,3,1,3,1,1,0,0,1,6,3,1,0,1
7326,0,2,5,2,3,1,1,0,0,0,0,8,0,0,0,1
7326,0,2,6,2,3,1,1,0,0,0,0,7,0,1,0,1
7326,0,2,6,2,3,1,1,0,0,0,0,6,0,1,0,1
7326,0,3,6,3,4,2,1,0,0,0,0,8,2,0,0,1
7328,0,7,12,7,7,0,1,0,0,0,1,6,5,1,2,1
7328,0,7,13,7,7,0,1,0,0,0,1,6,5,1,2,1
7330,0,1,2,1,1,0,2,0,0,0,0,9,1,1,0,1
7331,0,2,5,1,2,1,2,0,0,0,1,2,0,2,1,1
7331,1,2,6,2,2,1,2,0,0,0,1,4,0,1,1,1
7333,0,7,13,7,5,2,1,0,0,0,1,5,1,2,0,1
7334,0,3,5,3,2,2,1,0,0,0,1,6,1,1,1,1
7334,0,3,5,3,2,2,1,0,0,0,1,6,0,1,1,1
7334,0,3,6,3,2,2,1,0,0,0,1,6,1,2,1,1
7334,1,3,6,3,3,2,1,0,0,0,1,7,0,1,1,1
7335,0,2,6,2,1,2,1,1,0,0,1,6,0,1,0,1
7335,1,2,7,2,1,2,1,1,0,0,1,6,3,2,0,1
7337,0,3,6,1,1,0,1,0,0,0,1,6,1,3,1,1
7337,1,3,7,2,1,0,1,0,0,0,1,6,1,3,1,1
7338,0,6,10,5,5,2,1,0,0,0,0,5,0,1,2,2
7338,0,6,11,5,6,2,1,0,0,0,0,6,0,1,2,2
7339,0,2,5,2,3,2,1,0,0,0,0,10,0,2,1,1
7339,0,3,5,3,4,0,1,0,0,0,0,8,0,1,1,1
7339,0,3,5,3,4,0,1,0,0,0,0,8,0,3,1,1
7339,0,3,6,3,4,0,1,0,0,0,0,10,0,1,1,1
7341,0,6,10,6,2,0,1,1,0,0,1,6,7,1,0,1
7341,0,6,10,6,2,0,1,1,0,0,1,10,7,1,0,1
7341,0,6,11,6,2,0,1,1,0,0,1,7,4,1,0,1
7341,0,6,11,6,2,0,1,1,0,0,1,7,2,2,0,1
7342,0,1,3,1,2,0,2,0,0,0,1,7,0,3,1,1
7342,0,2,4,1,2,0,2,0,0,0,1,8,0,1,1,1
7342,1,2,4,2,2,0,2,0,0,0,1,7,0,2,1,1
7343,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7343,0,1,3,1,1,0,2,1,0,0,1,6,0,1,0,1
7343,0,1,3,1,2,0,2,1,0,0,1,6,0,2,0,1
7343,0,1,3,1,2,0,2,1,0,0,1,7,1,1,0,1
7344,0,5,9,4,1,2,1,0,0,0,1,7,2,4,2,1
7344,0,5,9,4,2,2,1,0,0,0,1,6,1,5,2,1
7344,0,5,9,4,2,2,1,0,0,0,1,8,0,3,2,1
7344,0,5,10,5,2,2,1,0,0,0,1,7,0,5,2,1
7345,1,5,10,3,3,2,1,0,0,0,0,9,0,3,2,1
7346,0,1,4,1,1,1,1,1,0,0,1,5,2,4,2,1
7346,0,1,5,1,2,2,1,1,0,0,1,5,2,1,2,1
7346,0,1,5,1,2,2,1,1,0,0,1,6,2,0,2,1
7346,0,2,5,2,2,2,1,1,0,0,1,6,1,5,2,1
7347,0,2,4,2,1,1,2,1,0,0,1,6,11,5,0,1
7347,0,2,5,2,1,1,2,1,0,0,1,6,11,5,0,1
7347,0,3,5,3,1,1,2,1,0,0,1,6,11,7,0,1
7347,1,3,5,3,2,1,2,1,0,0,1,6,8,9,0,1
7348,0,4,6,1,1,0,2,0,0,0,0,4,0,1,0,2
7348,0,4,7,2,1,0,2,0,0,0,0,4,1,2,0,2
7348,0,4,7,2,1,0,2,0,0,0,0,3,0,1,0,2
7348,0,4,7,2,2,0,2,0,0,0,0,7,0,3,0,2
7349,0,2,5,2,1,0,2,1,0,0,1,7,1,2,0,1
7349,0,3,6,3,1,0,2,1,0,0,1,6,0,1,0,1
7349,0,3,6,3,2,0,2,1,0,0,1,6,3,0,0,1
7351,0,6,11,5,1,2,1,0,0,0,1,6,0,4,1,1
7351,0,6,11,6,1,2,1,0,0,0,1,6,0,2,1,1
7351,0,6,11,6,2,1,1,0,0,0,1,6,0,3,1,1
7351,0,6,12,6,2,1,1,0,0,0,1,7,2,2,1,1
7353,0,4,8,1,1,0,1,0,0,0,1,5,0,0,2,1
7354,0,4,8,4,2,0,1,0,0,0,0,6,15,1,1,1
7354,0,5,9,4,2,0,1,0,0,0,0,6,15,1,1,1
7354,0,5,9,4,2,0,1,0,0,0,0,6,7,1,1,1
7354,0,5,9,5,3,1,1,0,0,0,0,5,8,1,1,1
7355,0,2,4,2,2,2,1,1,0,0,1,6,0,2,0,1
7355,0,2,4,2,1,2,1,1,0,0,1,6,0,6,0,1
7355,0,2,4,2,1,2,1,1,0,0,1,6,0,1,0,1
7355,0,2,5,2,1,3,1,1,0,0,1,7,0,2,0,1
7357,1,3,6,2,2,1,1,0,0,0,1,5,7,10,2,1
7358,0,2,6,1,1,1,1,0,0,0,0,8,2,3,1,1
7360,0,2,5,1,2,0,1,0,0,0,0,8,1,4,1,1
7360,0,2,5,1,2,0,1,0,0,0,0,7,0,4,1,1
7360,0,2,6,2,2,0,1,0,0,0,0,6,0,5,1,1
7360,0,2,6,2,2,0,1,0,0,0,0,7,1,6,1,1
7361,0,2,4,2,2,0,1,0,0,0,0,2,13,0,0,1
7361,0,2,4,2,3,0,1,0,0,0,0,5,10,3,0,1
7361,0,2,5,2,3,2,1,0,0,0,0,9,11,2,0,1
7362,0,2,6,1,1,3,1,0,0,0,0,7,9,1,1,1
7362,0,3,6,1,2,3,1,0,0,0,0,6,6,1,1,1
7364,0,2,5,2,2,0,1,1,0,0,1,6,0,2,0,1
7364,0,3,5,3,2,0,1,1,0,0,1,6,0,2,0,1
7364,0,3,5,3,2,0,1,1,0,0,1,6,1,7,0,1
7364,0,3,6,3,2,0,1,1,0,0,1,6,4,6,0,1
7367,0,6,10,6,1,3,1,0,0,0,1,6,2,2,0,1
7367,0,6,10,6,1,3,1,0,0,0,1,7,2,1,0,1
7367,0,6,11,6,1,2,1,0,0,0,1,7,3,1,0,1
7367,0,6,11,6,2,2,1,0,0,0,1,5,4,1,0,1
7368,1,1,3,1,1,0,2,1,0,0,1,7,0,1,1,1
7369,1,3,7,2,1,3,1,0,0,0,1,7,3,3,1,1
7372,0,7,12,7,6,1,1,0,0,0,1,6,0,1,0,1
7372,0,7,12,7,6,1,1,0,0,0,1,6,5,2,0,1
7372,0,8,13,8,7,1,1,0,0,0,1,6,10,1,0,1
7374,0,2,6,2,1,0,2,0,0,0,1,7,11,1,0,1
7374,0,2,7,2,2,0,2,0,0,0,1,8,10,4,0,1
7374,0,3,7,3,2,0,2,0,0,0,1,6,12,2,0,1
7374,0,3,7,3,1,0,2,0,0,0,1,9,9,1,0,1
7375,0,6,11,6,1,2,1,0,0,0,1,6,0,2,0,1
7375,0,6,11,6,2,2,1,0,0,0,1,6,0,3,0,1
7375,0,6,11,6,2,2,1,0,0,0,1,6,1,3,0,1
7375,0,6,12,6,2,2,1,0,0,0,1,6,1,3,0,1
7376,0,3,6,3,1,2,1,1,0,0,1,5,1,3,0,1
7376,0,4,7,4,1,2,1,1,0,0,1,4,1,3,0,1
7376,0,4,7,4,2,2,1,1,0,0,1,5,1,3,0,1
7376,0,4,7,4,2,2,1,1,0,0,1,5,1,2,0,1
7377,0,5,9,4,4,1,1,0,0,0,1,6,3,1,1,1
7377,0,5,9,4,5,1,1,0,0,0,1,6,4,1,1,1
7377,0,5,9,4,5,1,1,0,0,0,1,6,4,1,1,1
7377,0,5,10,5,1,1,1,0,0,0,1,4,10,1,1,1
7379,0,3,6,1,1,2,1,0,0,0,1,6,0,2,1,1
7379,0,4,6,2,1,2,1,0,0,0,1,6,0,1,1,1
7379,0,4,7,2,1,2,1,0,0,0,1,6,1,2,1,1
7379,0,4,7,2,2,2,1,0,0,0,1,7,1,2,1,1
7380,0,7,12,7,5,1,1,0,0,0,1,7,11,0,1,1
7380,0,8,13,8,5,1,1,0,0,0,1,6,14,1,1,1
7386,0,3,8,3,2,2,1,1,0,0,1,7,0,0,0,1
7386,0,4,9,4,3,2,1,1,0,0,1,10,0,1,0,1
7389,0,5,8,5,1,1,1,0,0,0,0,6,1,3,0,2
7389,0,5,8,5,2,1,1,0,0,0,0,5,1,3,0,2
7389,0,5,9,5,2,1,1,0,0,0,0,5,5,2,0,2
7391,0,2,5,2,2,2,1,0,0,0,1,7,0,1,0,1
7391,0,2,6,2,2,2,1,0,0,0,1,6,0,1,0,1
7392,0,4,8,4,2,2,1,0,0,0,1,6,0,1,0,1
7392,0,4,8,4,2,2,1,0,0,0,1,6,0,2,0,1
7392,0,4,8,4,2,2,1,0,0,0,1,7,0,2,0,1
7392,0,5,9,5,3,2,1,0,0,0,1,6,0,1,0,1
7396,0,2,5,1,1,0,1,0,0,0,1,6,0,2,1,1
7396,0,2,5,1,2,0,1,0,0,0,1,8,0,2,1,1
7396,0,3,5,1,2,0,1,0,0,0,1,9,0,1,1,1
7396,0,3,6,2,2,0,1,0,0,0,1,3,0,0,1,1
7397,0,5,9,5,1,2,1,1,0,0,1,6,1,5,0,1
7397,1,5,9,5,2,2,1,1,0,0,1,6,0,1,0,1
7399,0,5,7,5,5,1,2,0,0,0,0,9,0,0,1,1
7399,0,5,7,5,5,1,2,0,0,0,0,8,0,1,1,1
7399,0,5,8,5,6,1,2,0,0,0,0,9,0,1,1,1
7399,0,5,8,5,6,1,2,0,4,4,0,10,0,1,1,1
7403,0,4,7,4,3,2,1,0,0,0,0,9,0,1,0,1
7403,0,4,7,4,3,2,1,0,0,0,0,9,2,2,0,1
7403,0,4,7,4,3,3,1,0,0,0,0,8,0,2,0,1
7403,0,4,8,4,3,3,1,0,0,0,0,8,2,2,0,1
7409,0,3,6,1,1,1,1,0,0,0,1,8,1,2,1,1
7411,0,2,4,2,3,1,1,0,0,0,0,6,0,1,0,1
7411,0,3,5,3,4,2,1,0,0,0,0,6,0,3,0,1
7411,1,3,5,3,4,2,1,0,0,0,0,5,0,1,0,1
7412,0,4,12,4,6,2,1,0,0,0,1,6,3,1,1,1
7412,0,4,13,4,6,1,1,0,0,0,1,6,2,0,1,1
7413,0,6,12,5,7,2,1,0,0,0,1,5,5,1,2,1
7413,0,6,13,6,7,1,1,0,0,0,1,5,3,1,2,1
7414,0,4,8,4,3,1,1,0,0,0,1,6,0,2,1,1
7414,0,4,8,4,4,0,1,0,0,0,1,6,0,2,1,1
7414,0,4,8,4,4,0,1,0,0,0,1,6,0,4,1,1
7414,0,4,9,4,4,0,1,0,0,0,1,5,1,2,1,1
7415,0,1,4,1,1,1,1,0,0,0,0,7,10,1,1,1
7415,0,1,4,1,2,2,1,0,0,0,0,7,0,3,1,1
7415,0,2,4,1,2,2,1,0,0,0,0,10,0,3,1,1
7416,0,4,7,3,2,1,1,0,0,0,0,6,2,1,2,2
7416,0,4,7,3,3,1,1,0,0,0,0,6,0,1,2,2
7416,0,4,7,3,3,1,1,0,0,0,0,4,0,1,2,2
7416,0,4,8,4,3,1,1,0,0,0,0,4,0,1,2,2
7417,0,6,11,6,6,1,2,0,0,0,1,6,6,1,0,1
7417,0,6,12,6,6,1,2,0,0,0,1,6,6,3,0,1
7417,0,6,12,6,7,0,2,0,0,0,1,5,4,4,0,1
7417,0,6,12,6,7,0,2,0,0,0,1,7,5,2,0,1
7418,0,4,7,4,3,1,1,1,0,0,1,6,12,2,1,1
7418,0,4,8,4,3,1,1,1,0,0,1,6,4,3,1,1
7418,0,5,8,5,4,1,1,1,0,0,1,6,3,1,1,1
7418,0,5,8,5,4,1,1,1,0,0,1,3,1,6,1,1
7419,1,1,4,1,1,1,1,1,0,0,1,5,0,1,0,1
7420,0,7,12,7,5,0,1,0,0,0,0,6,2,1,1,2
7420,0,7,13,7,5,0,1,0,0,0,0,6,4,1,1,2
7421,0,2,4,1,1,1,2,0,0,0,1,7,4,3,1,1
7421,0,2,5,2,1,1,2,0,0,0,1,6,0,1,1,1
7421,0,2,5,2,1,1,2,0,0,0,1,6,0,0,1,1
7421,0,2,5,2,2,1,2,0,0,0,1,9,0,1,1,1
7426,0,7,12,7,6,1,1,0,0,0,1,6,1,1,0,1
7426,0,8,12,8,6,1,1,0,0,0,1,6,0,1,0,1
7426,0,8,13,8,6,1,1,0,0,0,1,6,1,1,0,1
7429,1,4,9,4,2,3,1,1,0,0,1,6,1,2,0,1
7430,0,1,2,1,1,0,2,1,0,0,1,5,1,9,0,1
7430,0,1,3,1,1,0,2,1,0,0,1,6,0,4,0,1
7430,0,2,3,2,1,0,2,1,0,0,1,6,1,8,0,1
7430,0,2,3,2,1,0,2,1,0,0,1,6,0,1,0,1
7433,0,1,2,1,1,2,2,0,0,0,0,7,1,1,0,1
7434,0,4,7,4,3,2,1,0,0,0,1,6,0,1,0,1
7434,0,4,7,4,3,2,1,0,0,0,1,7,0,0,0,1
7434,0,4,7,4,1,2,1,0,0,0,1,6,0,1,0,1
7434,0,4,8,4,1,2,1,0,0,0,1,5,0,1,0,1
7435,1,1,3,1,1,0,2,0,0,0,1,7,1,2,1,1
7437,0,2,5,2,1,1,1,1,0,0,1,6,1,0,0,1
7437,0,2,5,2,1,1,1,1,0,0,1,5,2,1,0,1
7438,0,1,3,1,1,0,1,0,1,0,0,7,0,0,1,1
7439,0,3,5,1,1,0,2,0,0,0,1,6,0,2,1,1
7439,0,3,6,1,2,0,2,0,0,0,1,6,1,3,1,1
7439,0,3,6,2,2,0,2,0,0,0,1,6,2,1,1,1
7439,0,3,6,2,2,0,2,0,0,0,1,6,0,1,1,1
7440,0,3,6,3,5,1,1,1,0,0,1,6,2,2,0,1
7440,0,3,7,3,5,1,1,1,0,0,1,6,1,1,0,1
7440,0,4,7,4,5,1,1,1,0,0,1,5,4,1,0,1
7442,0,5,10,5,2,2,1,0,0,0,1,6,1,0,1,1
7442,0,5,10,5,3,2,1,0,0,0,1,6,1,1,1,1
7442,0,5,11,5,3,2,1,0,0,0,1,6,3,0,1,1
7442,0,5,11,5,3,2,1,0,0,0,1,7,5,0,1,1
7443,0,5,10,5,6,1,1,0,0,0,1,6,5,3,1,1
7443,0,6,11,5,1,1,1,0,0,0,1,8,1,3,1,1
7443,1,6,11,5,1,1,1,0,0,0,1,7,1,2,1,1
7444,0,3,8,1,1,1,1,0,0,0,1,5,1,1,2,1
7444,0,3,8,1,1,1,1,0,0,0,1,4,1,1,2,1
7445,0,1,2,1,1,0,2,1,0,0,1,5,0,3,0,1
7445,0,1,3,1,1,0,2,1,0,0,1,5,0,1,0,1
7445,1,1,3,1,1,0,2,1,0,0,1,7,1,3,0,1
